"Word","IdNum","Class","HeadCnt","MannLog"
"                     Sorge",36771,"N",5,2.0374
"                     Sorte",36788,"N",5,1.3424
"                     Spalt",36906,"N",5,1.301
"                     Spann",36937,"N",5,0.4771
"                     Spart",36980,"N",5,0.6021
"                     Spatz",37034,"N",5,0.6021
"                     Speck",37051,"N",5,0.8451
"                     Speer",37062,"N",5,0.7782
"                     Spiel",37229,"N",5,2.3096
"                     Spiess",37285,"N",5,0.699
"                     Spike",37300,"N",5,0.301
"                     Spion",37337,"N",5,0.8451
"                     Spitz",37376,"N",5,1.6628
"                     Sport",37445,"N",5,1.8921
"                     Spott",37485,"N",5,0.7782
"                     Spross",37640,"N",5,0.4771
"                     Spule",37692,"N",5,0.7782
"                     Spurt",37726,"N",5,0.4771
"                     Squaw",37733,"N",5,0.4771
"                     Staat",37734,"N",5,2.6972
"                     Stadt",37835,"N",5,2.6138
"                     Stahl",37900,"N",5,1.5441
"                     Stall",37936,"N",5,1.3222
"                     Stamm",37946,"N",5,1.5441
"                     Stand",37996,"N",5,1.8976
"                     Start",38108,"N",5,1.7076
"                     Statt",38150,"N",5,0.301
"                     Staub",38177,"N",5,1.3424
"                     Steak",38223,"N",5,0.301
"                     Steig",38292,"N",5,0.4771
"                     Stein",38317,"N",5,1.7782
"                     Steno",38405,"N",5,0.301
"                     Stern",38470,"N",5,1.8513
"                     Stich",38523,"N",5,1.0792
"                     Stiel",38561,"N",5,0.4771
"                     Stier",38565,"N",5,0.9542
"                     Stift",38573,"N",5,0.6021
"                     Stift",38574,"N",5,0.4771
"                     Stirn",38663,"N",5,1.4314
"                     Stock",38675,"N",5,1.3222
"                     Stoff",38693,"N",5,1.7076
"                     Stolz",38716,"N",5,1.3617
"                     Story",38760,"N",5,0.4771
"                     Stress",38968,"N",5,0.301
"                     Stroh",39005,"N",5,0.6021
"                     Strom",39016,"N",5,1.7404
"                     Stube",39069,"N",5,1.2041
"                     Stueck",39078,"N",5,2.1523
"                     Stuck",39079,"N",5,0.301
"                     Stufe",39112,"N",5,1.716
"                     Stuhl",39117,"N",5,1.5798
"                     Sturm",39167,"N",5,1.5798
"                     Sturz",39179,"N",5,1.415
"                     Stute",39183,"N",5,1.0414
"                     Suche",39249,"N",5,1.3979
"                     Sucht",39251,"N",5,0.301
"                     Sudan",39256,"N",5,0.8451
"                     Sueden",39263,"N",5,1.3222
"                     Suehne",39301,"N",5,0.4771
"                     Summe",39326,"N",5,1.6128
"                     Sumpf",39331,"N",5,0.9031
"                     Suende",39340,"N",5,1.1139
"                     Super",39361,"N",5,0.6021
"                     Super",39362,"N",5,0.6021
"                     Suppe",39375,"N",5,0.9542
"                     Synod",39500,"N",5,0.8451
"                     Syrer",39526,"N",5,0.301
"                     Szene",39549,"N",5,1.6128
"                     Tabak",39562,"N",5,0.9031
"                     Tadel",39606,"N",5,0.4771
"                     Tafel",39619,"N",5,1.1461
"                     Taiga",39707,"N",5,0.4771
"                     Taler",39748,"N",5,0.301
"                     Tanne",39818,"N",5,0.301
"                     Tante",39831,"N",5,1.5185
"                     Tarif",39902,"N",5,1.1139
"                     Tasse",39951,"N",5,1
"                     Taste",39956,"N",5,0.301
"                     Taeter",39979,"N",5,1.4624
"                     Taube",40016,"N",5,1.1139
"                     Taufe",40044,"N",5,0.9031
"                     Tegel",40184,"N",5,0.6021
"                     Teich",40185,"N",5,0.699
"                     Telex",40276,"N",5,1.4914
"                     Tempo",40309,"N",5,1.5798
"                     Tenne",40325,"N",5,0.301
"                     Tenor",40332,"N",5,0.6021
"                     Theke",40483,"N",5,0.9031
"                     Thema",40484,"N",5,2.1303
"                     These",40538,"N",5,1.5563
"                     Thron",40556,"N",5,0.8451
"                     Tibet",40568,"N",5,0.301
"                     Tiefe",40591,"N",5,1.5441
"                     Tiger",40663,"N",5,0.9031
"                     Tinte",40680,"N",5,0.301
"                     Tisch",40711,"N",5,2.0043
"                     Titan",40736,"N",5,0.6021
"                     Titel",40743,"N",5,1.9294
"                     Toast",40767,"N",5,0.6021
"                     Tokio",40845,"N",5,1.716
"                     Tonne",40922,"N",5,1.8751
"                     Torso",41014,"N",5,0.301
"                     Torte",41016,"N",5,0.301
"                     Trage",41151,"N",5,0.6021
"                     Traene",41226,"N",5,1.5051
"                     Traum",41397,"N",5,1.5798
"                     Trend",41474,"N",5,1.1461
"                     Treue",41519,"N",5,1.2041
"                     Trick",41554,"N",5,1.1139
"                     Trieb",41559,"N",5,0.4771
"                     Tritt",41637,"N",5,0.9031
"                     Trost",41756,"N",5,1.0792
"                     Trotz",41783,"N",5,1
"                     Truhe",41818,"N",5,0.301
"                     Trumm",41819,"N",5,0.9542
"                     Trust",41847,"N",5,0.6021
"                     Tuerke",41978,"N",5,0.8451
"                     Tusch",42045,"N",5,0.4771
"                     Typus",42089,"N",5,1.0414
"                     Uebung",42735,"N",5,1.2553
"                     Ultra",42778,"N",5,0.4771
"                     Umbau",42812,"N",5,0.9542
"                     umriss",43057,"N",5,0.301
"                     Umweg",43225,"N",5,1.1139
"                     Umzug",43261,"N",5,0.8451
"                     Unfug",43665,"N",5,0.699
"                     Union",43915,"N",5,1.8633
"                     Unmut",44024,"N",5,0.6021
"                     Unrat",44084,"N",5,0.301
"                     Unruh",44113,"N",5,1.0792
"                     Untat",44214,"N",5,0.6021
"                     Vater",45101,"N",5,2.3729
"                     Venus",45176,"N",5,1.1761
"                     Vikar",46946,"N",5,0.4771
"                     Villa",46951,"N",5,1.301
"                     Virus",46978,"N",5,0.4771
"                     Visum",46993,"N",5,0.301
"                     Vogel",47016,"N",5,1.5911
"                     Votum",47703,"N",5,0.699
"                     Waage",47720,"N",5,1
"                     Wache",47736,"N",5,0.9031
"                     Wachs",47754,"N",5,0.8451
"                     Waffe",47799,"N",5,1.9085
"                     Wagen",47820,"N",5,2.1584
"                     Walze",48001,"N",5,0.4771
"                     Wange",48061,"N",5,1.1761
"                     Wanne",48069,"N",5,0.699
"                     Waerme",48095,"N",5,1.301
"                     Warte",48139,"N",5,0.6021
"                     Weber",48281,"N",5,1.301
"                     Wedel",48327,"N",5,0.301
"                     Weide",48482,"N",5,0.9542
"                     Weihe",48503,"N",5,0.4771
"                     Weile",48531,"N",5,1.4771
"                     Weisse",48585,"N",5,0.301
"                     Weisse",48586,"N",5,0.9542
"                     Weite",48613,"N",5,1.0414
"                     Welle",48702,"N",5,1.4914
"                     Wende",48806,"N",5,0.9031
"                     Wende",48807,"N",5,0.9031
"                     Werft",48856,"N",5,1.1461
"                     Wesen",48923,"N",5,2.0414
"                     Weser",48936,"N",5,1
"                     Wespe",48939,"N",5,0.301
"                     Weste",48944,"N",5,1.4914
"                     Wette",48974,"N",5,0.8451
"                     Wiege",49219,"N",5,0.699
"                     Wiese",49230,"N",5,1.3222
"                     Wille",49279,"N",5,1.8921
"                     Winde",49315,"N",5,0.9542
"                     Witwe",49530,"N",5,1.2788
"                     Woche",49551,"N",5,2.5775
"                     Wodka",49568,"N",5,0.6021
"                     Wolga",49706,"N",5,0.6021
"                     Wolke",49709,"N",5,1.3617
"                     Wolle",49720,"N",5,1.3802
"                     Wonne",49736,"N",5,0.301
"                     Wrack",49797,"N",5,0.6021
"                     Wucht",49813,"N",5,0.699
"                     Wunde",49827,"N",5,1.2553
"                     Wuerde",49872,"N",5,1.3617
"                     Wurst",49905,"N",5,1.0414
"                     Wueste",49933,"N",5,1.2304
"                     Yacht",49956,"N",5,0.4771
"                     Zange",50065,"N",5,0.4771
"                     Zaesur",50099,"N",5,0.301
"                     Zebra",50130,"N",5,1.3802
"                     Zeche",50136,"N",5,1.0792
"                     Zeile",50190,"N",5,1.2788
"                     Zelle",50269,"N",5,1.415
"                     Zeuge",50514,"N",5,1.4314
"                     Ziege",50534,"N",5,0.9031
"                     Zitat",50712,"N",5,1.3979
"                     Zivil",50739,"N",5,0.699
"                     Zucht",50847,"N",5,0.7782
"                     Zuegel",50949,"N",5,0.6021
"                     Zunft",51102,"N",5,0.301
"                     Zunge",51105,"N",5,1.2041
"                     Zuruf",51237,"N",5,0.699
"                     Zutun",51449,"N",5,0.301
"                     Zwang",51501,"N",5,1.3617
"                     Zweck",51513,"N",5,1.7482
"                     Zweig",51542,"N",5,1.301
"                     Zwerg",51595,"N",5,0.4771
